4.2905 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.2913 	INFO 	Loaded monitor calibration from ['2024_08_08 22:40']
4.4340 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355ea00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355e9a0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355e790>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f86c3f75ca0>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.4340 	EXP 	window1: backgroundImage = ''
4.4340 	EXP 	window1: backgroundFit = 'none'
4.4342 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4344 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4361 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4365 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4419 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4424 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4431 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4438 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4441 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4446 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4454 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4456 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4461 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4476 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4492 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4506 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4534 	DEBUG 	Upload of Texture Font fontname complete
4.4556 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4557 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4561 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4565 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7f86c355eb20>
4.4593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4601 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4609 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4628 	DEBUG 	Upload of Texture Font fontname complete
4.4651 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.4651 	EXP 	window1: recordFrameIntervals = False
4.6424 	EXP 	window1: recordFrameIntervals = True
5.4751 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.4752 	EXP 	window1: mouseVisible = True
5.4754 	EXP 	window1: mouseVisible = True
5.4756 	EXP 	window1: mouseVisible = True
5.4762 	EXP 	window1: mouseVisible = True
5.4767 	EXP 	window1: mouseVisible = True
5.5218 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5221 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5236 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5251 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5254 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5261 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5277 	DEBUG 	Uploading Texture Font fontname to graphics card
5.5302 	DEBUG 	Upload of Texture Font fontname complete
5.5324 	EXP 	window1: mouseVisible = True
5.5325 	EXP 	window1: mouseVisible = True
5.5329 	EXP 	window1: mouseVisible = True
5.5333 	EXP 	window1: mouseVisible = True
5.5595 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.1600 	INFO 	keyboard.Keyboard is using iohub backend.
7.1600 	EXP 	visual search task : status = STARTED
7.1604 	EXP 	window1: mouseVisible = True
7.1876 	EXP 	Created target = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='T', units='height', win=Window(...), wrapWidth=1)
7.1877 	EXP 	window1: mouseVisible = True
7.1902 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0093 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
0.0094 	EXP 	New trial (rep=0, index=0): None
0.0096 	EXP 	window1: mouseVisible = True
0.0122 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=38, pos=array([0.30269537, 0.31200929]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0123 	EXP 	window1: mouseVisible = True
0.0152 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=332, pos=array([-0.08028525,  0.35576466]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0153 	EXP 	window1: mouseVisible = True
0.0168 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=69, pos=array([-0.46986031,  0.17443579]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0168 	EXP 	window1: mouseVisible = True
0.0183 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=130, pos=array([ 0.17199557, -0.10059054]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0184 	EXP 	window1: mouseVisible = True
0.0198 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=216, pos=array([-0.29502693,  0.15083914]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0301 	WARNING 	t of last frame was 26.97ms (=1/37)
0.0301 	EXP 	distr: autoDraw = True
0.0301 	EXP 	distr: autoDraw = True
0.0301 	EXP 	distr: autoDraw = True
0.0301 	EXP 	distr: autoDraw = True
